DATA		MARCO / EVENTO	Âmbito	Tópico 1 	Tópico 2	Tópico 3
5/11/2007	TRUE	Gabinete de Qualidade; Decreto-Lei n.º 369/2007​; Lei n.º 38/2007	Iscte	2002-2011	Comunidade	
15/12/2007	TRUE	ISCTE 35 anos. Nascido para inovar	Iscte	2002-2011	Memória	
7/01/2008	TRUE	Assembleia estatutária, preparação para o regime fundacional, com a presença do ministro Mariano Gago	Iscte	2002-2011	Estatuto	
16/01/2008	TRUE	Evacuação das instalações após alarme por libertação de gás nas imediações	Iscte	2002-2011	Memória	
8/03/2008	TRUE	Manifestação nacional dos professores do ensino secundário	Nacional	2002-2011		
7/05/2008	TRUE	Observatório da imigração	Nacional	2002-2011	Prestação de Serviços	Comunidade
31/05/2008	TRUE	Desmaterialização do Inquérito de monitorização pedagógica (1º ciclo)	Iscte	2002-2011	Desmaterialização	Ensino
25/07/2008	TRUE	Centro em Rede de Investigação em Antropologia (CRIA)	Iscte	2002-2011	Investigação	Redes
8/08/2008	TRUE	Licenciatura em Finanças e Contabilidade; Despacho n.º 21650/2008, DR  n.º 159/2008, Série 2 de 19 de Agosto 	Iscte	2002-2011	Ensino	
21/08/2008	TRUE	Jogos Olímpicos, Pequim, ouro, Nélson Évora, triplo salto	Internacional	2002-2011		
1/09/2008	TRUE	Desmaterialização das inscrição dos estudantes	Iscte	2002-2011	Desmaterialização	Ensino
17/10/2008	TRUE	Observatório das desigualdades	Nacional	2002-2011	Prestação de Serviços	Comunidade
31/10/2008	TRUE	Adesão à rede Eduroam	Iscte	2002-2011	Infraestruturação	Campus
17/12/2008	TRUE	Certificação de Qualidade (ISO 9001:2008)	Iscte	2002-2011	Comunidade	Campus
31/12/2008	TRUE	Remodelação do pavilhão interior (1870 m2)	Iscte	2002-2011	Campus	
16/01/2009	TRUE	Licenciatura em Serviço Social; Deliberação n.º 1393/2011, DR n.º 147/2011, Série 2 de 2 de Agosto 	Iscte	2002-2011	Ensino	
18/02/2009	TRUE	 Senado aprova mudança de imagem.	Iscte	2002-2011	Identidade	
27/04/2009	TRUE	Passagem ao regime fundacional: ISCTE-IUL Instituto Universitário de Lisboa; Decreto lei nº 95/2009	Iscte	2002-2011	Identidade	Estatuto
8/05/2009	TRUE	Nova orgânica: escolas, departamentos, unidades de investigação	Iscte	2002-2011	Comunidade	
11/09/2009	TRUE	Carlos Lopes eleito presidente do Conselho Geral	Iscte	2002-2011	Comunidade	Pessoas
30/09/2009	TRUE	Provedora do estudante Isabel Nicolau; Despacho n.º 5910/2011, DR n.º 67/2011, Série 2 de 5 de abril	Iscte	2002-2011	Comunidade	Pessoas
1/10/2009	TRUE	Inauguração da Sala Universia (descontinuada)	Iscte	2002-2011	Memória	Campus
26/10/2009	TRUE	José António Vieira da Silva ministro da Economia da Inovação e Desenvolvimento 	Iscte	2002-2011	Comunidade	Pessoas
2/11/2009	TRUE	 Início das atividades letivas Laboratório de Competências Transversais	Iscte	2002-2011	Ensino	
13/11/2009	TRUE	António Ramalho Eanes presidente do Conselho de Curadores	Iscte	2002-2011	Comunidade	Pessoas
1/02/2010	TRUE	Editora Mundos Sociais	Iscte	2002-2011	Prestação de Serviços	Investigação
12/04/2010	TRUE	Criação da Escola de Ciências Sociais e Humanas, de Escola de Sociologia e Políticas Públicas, de Tecnologias e Arquitetura e Escola de Gestão (IBS)	Iscte	2002-2011	Ensino	
26/04/2010	TRUE	Primeiro doutoramento em Serviço Social, Jorge Ferreira	Iscte	2002-2011	Memória	Pessoas
18/06/2010	TRUE	Prémio L'Oreal Brandstorm para os alunos de Marketing	Iscte	2002-2011	Comunidade	
1/07/2010	TRUE	António Gomes Mota eleito diretor da Escola de Gestão (IBS)	Iscte	2002-2011	Comunidade	Pessoas
1/07/2010	TRUE	Francisco Cercas eleito diretor da Escola de Tecnologias e Arquitetura (ISTA)	Iscte	2002-2011	Comunidade	Pessoas
1/07/2010	TRUE	Juan Mozzicafreddo (✝︎) eleito diretor da Escola de Sociologia e Políticas Públicas (ESPP)	Iscte	2002-2011	Comunidade	Pessoas
1/07/2010	TRUE	Maria Luisa Pedrosa de Lima eleita diretora da Escola de Ciências Sociais e Humanas (ECSH)	Iscte	2002-2011	Comunidade	Pessoas
2/07/2010	TRUE	Publicação do regulamento da IBS	Iscte	2002-2011	Comunidade	
1/09/2010	TRUE	Desmaterialização dos sumários das aulas	Iscte	2002-2011	Desmaterialização	Ensino
30/09/2010	TRUE	Departamento de Ciência Política e Polítcas Públicas; Deliberação 1971/2010, DR nº 212/2010 de 2 de Novembro	Iscte	2002-2011	Comunidade	
30/09/2010	TRUE	Departamento de Economia Política; Deliberação nº.1971/2010, DR nº 212/2010 de 2 de Novembro	Iscte	2002-2011	Comunidade	
30/09/2010	TRUE	Departamento de Marketing, Operações e Gestão Geral (redenominação de Ciências de Gestão do departamento de Ciências de Gestão; Deliberação nº 1971/2010, DR-212/2010 de 2 de Novembro	Iscte	2002-2011	Comunidade	
30/09/2010	TRUE	Departamento de Métodos de Pesquisa Social; Deliberação nº.1971/2010, DR nº 212/2010 de 2 de Novembro	Iscte	2002-2011	Comunidade	
30/09/2010	TRUE	Departamento de Recursos Humanos e Comportamento Organizacional; Deliberação nº1971/2010, DR nº 212/2010 de 2 de Novembro	Iscte	2002-2011	Comunidade	
30/09/2010	TRUE	Número de discentes: 9542	Iscte	2002-2011	Comunidade	
21/10/2010	TRUE	Regulamento de Avaliação de Desempenho dos Docentes do ISCTE-IUL;Despacho n.º 16623/2010, DR Nº n.º 212/2010, Série 2 de 2 de Novembro	Iscte	2002-2011	Comunidade	
6/12/2010	TRUE	Regulamento Disciplinar de Discentes	Iscte	2002-2011	Comunidade	
13/12/2010	TRUE	Observatório das famílias e das políticas de família	Nacional	2002-2011	Prestação de Serviços	Comunidade
18/01/2011	TRUE	Susana Fonseca eleita presidente do Conselho Pedagógico	Iscte	2002-2011	Comunidade	Pessoas
1/03/2011	TRUE	Automatização plena das inscrições do 2º ciclo	Iscte	2002-2011	Desmaterialização	Ensino
11/03/2011	TRUE	Acidente central nuclear, Fukusima, Japão	Internacional	2002-2011		
20/03/2011	TRUE	Honoris causa a Wei Zhao atriibuído na Academia de Ciências de Lisboa (em associação: UTL, Porto, NOVA, Aveiro, Minho, Évora, Açores, Algarve, UTAD, UBI, Madeira, ISCTE)	Iscte	2002-2011	Identidade	Pessoas
28/03/2011	TRUE	Instituto para as Políticas Públicas e Sociais (IPPS- IUL)	Iscte	2002-2011	Prestação de Serviços	
15/04/2011	TRUE	Comissão de Ética (Despacho nº. 7095/2011; Diário da República, 2.a série — N.o 90 — 10/06/2011); https://www.iscte-iul.pt/assets/files/2019/10/30/1572448056118_C_digo_de_Conduta__tica_na_Investiga__o_ISCTE.pdf;  	Iscte	2002-2011	Comunidade	
27/04/2011	TRUE	Honoris Causa atribuído a André Jordan	Iscte	2002-2011	Identidade	Pessoas
27/04/2011	TRUE	Honoris Causa atribuído a José Veiga Simão ✝︎	Iscte	2002-2011	Identidade	Pessoas
17/05/2011	TRUE	Intervenção da Troika	Nacional	2002-2011		
9/09/2011	TRUE	Symposium Digital Fabricatio​n – a State of Art no ISCTE-IUL	Iscte	2002-2011	Investigação	
2/11/2011	TRUE	Manual da Qualidade (com revisões bienais)	Iscte	2002-2011	Comunidade	
16/01/2012	TRUE	Homologação da compra do edifício IMT	Iscte	2002-2011	Campus	Infraestruturação
6/03/2012	TRUE	Criação do Vitruvius FABLAB	Iscte	2012-2022	Prestação de Serviços	Campus
29/05/2012	TRUE	Extinta Fundação ISCTE; Despacho nº 8181/2012, DR nº 115, 2ª série de 15 junho (continua como IPPS)	Iscte	2012-2022	Prestação de Serviços	
31/05/2012	TRUE	Desmaterialização do Inquérito de monitorização pedagógica (2º ciclo)	Iscte	2012-2022	Desmaterialização	Ensino
2/06/2012	TRUE	Claque do ISCTE (500 participantes) no jogo da seleção portuguesa contra a seleção turca	Iscte	2012-2022	Comunidade	
12/09/2012	TRUE	Honoris Causa atribuído a Fernando Henrique Cardoso	Iscte	2012-2022	Identidade	Pessoas
15/09/2012	TRUE	Manifestação popular "Que se lixe a Troika!"; http://queselixeatroika15setembro.blogspot.com	Nacional	2012-2022		
30/09/2012	TRUE	Número de discentes: 10074	Iscte	2012-2022	Comunidade	
12/10/2012	TRUE	Departamento de Matemática; Deliberação 1530/2012, DR nº 212/2012 de 31 de Outubro	Iscte	2012-2022	Comunidade	
12/10/2012	TRUE	Departamento de Métodos Quantitativos para Gestão e Economia. Redenominação do departamento de Métodos Quantitativos; Deliberação 1530/2012-DR 212/2012 de 31de Outubro	Iscte	2012-2022	Comunidade	
12/10/2012	TRUE	Honoris Causa atribuído a Manuel Marín ✝︎	Iscte	2012-2022	Identidade	Pessoas
20/11/2012	TRUE	Mohamed Azzim Gulamhussen eleito presidente da escola de Gestão (IBS)	Iscte	2012-2022	Comunidade	Pessoas
14/12/2012	TRUE	Victor Franco eleito presidente do Conselho Científico	Iscte	2012-2022	Comunidade	Pessoas
15/12/2012	TRUE	"Até onde nos leva o saber. Uma história de 40 anos do ISCTE Instituto Universitário de Lisboa"	Iscte	2012-2022	Memória	
15/12/2012	TRUE	Comemoração dos 40 anos	Iscte	2012-2022	Memória	
7/02/2013	TRUE	José Luís Possolo de Saldanha eleito presidente do Conselho Pedagógico	Iscte	2012-2022	Comunidade	Pessoas
04/11/2013	TRUE	Primeiro doutoramento em Gestão Empresarial Aplicada no âmbito do acordo com a University of Electronic Sciences and Technology of China, Chengdu, China	Iscte	2012-2022	Redes	Investigação
18/06/2013	TRUE	Centro de Estudos Internacionais (CEI-IUL); deliberação 1567/2013 DR nº 152, 2ª série. Ex-Centro de Estudos Africanos	Iscte	2012-2022	Investigação	
1/07/2013	TRUE	Adesão da Croácia à União Europeia	Internacional	2012-2022		
8/07/2013	TRUE	Filipe Reis eleito diretor da ECSH	Iscte	2012-2022	Comunidade	Pessoas
12/07/2013	TRUE	Helena Carvalho eleita diretora da Escola de sociologia e políticas públicas ( ESPP)	Iscte	2012-2022	Comunidade	Pessoas
17/07/2013	TRUE	Clara Carvalho primeira diretora do recém criado Centro de Estudos Internacionais (CEI_ISCTE)	Iscte	2012-2022	Comunidade	Pessoas
13/09/2013	TRUE	Carlos Lopes reeleito presidente do Conselho Geral	Iscte	2012-2022	Comunidade	Pessoas
18/09/2013	TRUE	Ricardo Fonseca eleito diretor da Escola de tecnologias e arquitetura (ISTA)	Iscte	2012-2022	Comunidade	Pessoas
30/09/2013	TRUE	Número de discentes: 10171	Iscte	2012-2022	Comunidade	
8/10/2013	TRUE	José Rebelo eleito presidente do Conselho Cientifico	Iscte	2012-2022	Comunidade	Pessoas
11/11/2013	TRUE	Plataforma de gestão curricular de investigação Ciência-IUL; https://ciencia.iscte-iul.pt	Iscte	2012-2022	Infraestruturação	
4/12/2013	TRUE	Desmaterialização do registo da assiduidade e sumários (docente e discente)	Iscte	2012-2022	Desmaterialização	Ensino
3/03/2014	TRUE	Luís Antero Reto eleito reitor	Iscte	2002-2011	Comunidade	Pessoas
18/03/2014	TRUE	Incorporação da Crimeia na Federação Russa	Internacional	2012-2022		
30/04/2014	TRUE	Resolução da AR nº 43/2014. Medidas de combate a todas as formas de violência escolar	Nacional	2012-2022		
13/05/2014	TRUE	ISTAR-ISCTE	Iscte	2012-2022	Investigação	
1/09/2014	TRUE	Inscrições on-line do 3º ciclo	Iscte	2012-2022	Desmaterialização	Ensino
11/09/2014	TRUE	IULCOME: receção aos novos estudantes	Iscte	2012-2022	Comunidade	Campus
30/09/2014	TRUE	Número de discentes: 10176	Iscte	2012-2022	Comunidade	
15/12/2014	TRUE	Intranet MyISCTE. https://intranet.iscte-iul.pt/user/login?destination=home	Iscte	2012-2022	Infraestruturação	
15/12/2014	TRUE	Portal I-Meritus para a avaliação do desempenho dos docentes e dos investigadores; https://i-meritus.iscte-iul.pt	Iscte	2012-2022	Comunidade	
7/01/2015	TRUE	Massacre de Charlie Hebdo, Paris	Internacional	2012-2022		
2/02/2015	TRUE	Francisco Cercas eleito presidente do Conselho Cientifico	Iscte	2012-2022	Comunidade	Pessoas
11/02/2015	TRUE	Certificação do Sistema Integrado de Garantia da Qualidade (SIGQ) pela A3ES (6 anos)	Iscte	2012-2022	Ensino	
26/03/2015	TRUE	Maria Madalena Ramos eleita presidente do Conselho Pedagógico	Iscte	2012-2022	Comunidade	Pessoas
9/04/2015	TRUE	José Paulo Esperança eleito presidente da escola de Gestão (IBS)	Iscte	2012-2022	Comunidade	Pessoas
31/05/2015	TRUE	Desmaterialização do Inquérito de monitorização pedagógica (3º ciclo)	Iscte	2012-2022	Desmaterialização	Ensino
9/06/2015	TRUE	ISCTE co-fundador da Associação das Universidades Portuguesas	Iscte	2012-2022	Redes	
11/09/2015	TRUE	Criação do Coro ISCTE. Maestro Pedro Miguel	Iscte	2012-2022	Comunidade	Pessoas
22/09/2015	TRUE	Carlos Santos Ferreira eleito presidente do Conselho de Curadores	Iscte	2012-2022	Comunidade	Pessoas
25/09/2015	TRUE	Agenda 2030: Objetivos de desenvolvimento sutentável	Internacional	2012-2022		
30/09/2015	TRUE	Número de discentes: 10647	Iscte	2012-2022	Comunidade	
6/10/2015	TRUE	Depósito em acesso aberto. Despacho reitoral 65/2015; https://repositorio.iscte-iul.pt/documentos/politica_de_acesso_aberto_do_iscte_iul.pdf	Iscte	2012-2022	Infraestruturação	Investigação
30/11/2015	TRUE	Cimeira sobre as alterações climáticas (COP21), Paris	Internacional	2012-2022		
12/12/2015	TRUE	Acordo de Paris	Internacional	2012-2022		
15/12/2015	TRUE	Clube ISCTE institui o mural solidário	Iscte	2012-2022		
23/12/2015	TRUE	Código de Conduta Académica; https://www.iscte-iul.pt/assets/files/2017/02/20/1487602801326_codigodecondutaacademica.pdf	Nacional	2012-2022	Comunidade	
21/01/2016	TRUE	Revista de Gestão dos Países de Língua Portuguesa vol. 15, nº1, sucede a Revista Portuguesa e Brasileira de Gestão	Iscte	2012-2022	Investigação	
26/02/2016	TRUE	Resolução da AR nº 38/2016. Reforço de medidas sobre a praxe académica	Nacional	2012-2022	Comunidade	Campus
12/04/2016	TRUE	Eleição de primeira Comissão de Trabalhadores	Iscte	2012-2022	Comunidade	
27/04/2016	TRUE	Homenagem ao general A. Ramalho Eanes no 7º aniversário do regime fundacional	Iscte	2012-2022	Pessoas	
10/07/2016	TRUE	Portugal sagra-se campeão europeu de futebol	Internacional	2012-2022		
20/07/2016	TRUE	Filipe Reis reeleito diretor da ECSH	Iscte	2012-2022	Comunidade	Pessoas
20/07/2016	TRUE	Helena Carreiras eleita diretora da Escola de sociologia e políticas públicas (ESPP)	Iscte	2012-2022	Comunidade	Pessoas
22/09/2016	TRUE	ISCTE classificado pela primeira vez no ranking Times Higher Education (THE)	Iscte	2012-2022	Identidade	
29/09/2016	TRUE	Ricardo Fonseca reeleito diretor da Escola de tecnologias e arquitetura (ISTA)	Iscte	2012-2022	Comunidade	Pessoas
30/09/2016	TRUE	Número de discentes: 10488	Iscte	2012-2022	Comunidade	
12/11/2016	TRUE	Colômbia: acordo de paz entre o governo e as FARC	Internacional	2012-2022		
15/12/2016	TRUE	"Uma Década de Intervenções no Campus. ISCTE-Iul Arquitetura e universidade 2005-2015" de J. Baltazar; https://catalogo.biblioteca.iscte-iul.pt/cgi-bin/koha/opac-detail.pl?biblionumber=100811	Iscte	2012-2022	Memória	Campus
1/01/2017	TRUE	António Guterres eleito secretário-geral da ONU	Internacional	2012-2022		Pessoas
7/01/2017	TRUE	Mário Soares, 1924-2017	Nacional	2012-2022		
9/01/2017	TRUE	Código de Conduta Académica (plágio). https://www.iscte-iul.pt/assets/files/2017/02/20/1487602801326_codigodecondutaacademica.pdf	Iscte	2012-2022	Comunidade	
31/01/2017	TRUE	Relatório final "A praxe como fenómeno social" da DGES. https://www.dges.gov.pt/sites/default/files/naipa/a_praxe_como_fenomeno_social.pdf	Nacional	2012-2022	Comunidade	
1/02/2017	TRUE	Assinatura eletrónica de pautas	Iscte	2012-2022	Desmaterialização	Ensino
24/02/2017	TRUE	Francisco Cercas reeleito presidente do Conselho Cientifico	Iscte	2012-2022	Comunidade	Pessoas
17/03/2017	TRUE	Fernando Batista presidente do Conselho Pedagógico	Iscte	2012-2022	Comunidade	Pessoas
17/03/2017	TRUE	Integração da componente da Sustentabilidade no SIGQ	Iscte	2012-2022	Comunidade	
13/05/2017	TRUE	Salvador Sobral vence o Festival Eurovisão da Canção	Nacional	2012-2022	Pessoas	
26/06/2017	TRUE	Fogos florestais em Pedrógão Grande causam 66 mortos	Nacional	2012-2022		
8/09/2017	TRUE	Júlio Pedrosa presidente do Conselho Geral	Iscte	2012-2022	Comunidade	Pessoas
30/09/2017	TRUE	Número de discentes: 10620	Iscte	2012-2022	Comunidade	
15/10/2017	TRUE	Fogos florestais na zona centro causam 48 mortos	Nacional	2012-2022		
24/11/2017	TRUE	"Retrato da investigação científica no ISCTE-IUL. Documento síntese do estudo realizado pela CEIC" (A. Benavente, P. Guibentif, M. E. Gonçalves, V. Rato, M. Santos, A. Velez) publicado pela Comissão especializada de investigação cientifica do Conselho Geral mandato 2013-17	Iscte	2012-2022	Investigação	
15/12/2017	TRUE	"Afirmação de uma identidade. 45 anos de ISCTE Instituto Universitário de Lisboa"	Iscte	2012-2022	Memória	
15/12/2017	TRUE	45º aniversário do ISCTE-IUL	Iscte	2012-2022	Memória	
7/02/2018	TRUE	Homologação do Relatório de Atividades  (fonte RA2017): Orçamento 42 M€ 	Iscte	2012-2022	Comunidade	
8/03/2018	TRUE	Maria de Lurdes Rodrigues eleita primeira reitora	Iscte	2012-2022	Comunidade	Pessoas
23/04/2018	TRUE	INDEG-IUL, protocolo com a IAPMEI para a implementação de três programas para PME's	Iscte	2012-2022	Prestação de Serviços	
5/09/2018	TRUE	Obtenção da Acreditação Institucional pela A3ES (6 anos)	Iscte	2012-2022	Ensino	
30/09/2018	TRUE	Número de discentes: 10939	Iscte	2012-2022	Comunidade	
2/11/2018	TRUE	Comemoração dos 30 anos do INDEG	Iscte	2012-2022	Memória	Comunidade
2/11/2018	TRUE	Formar para a sociedade do conhecimento. INDEG-ISCTE 30 anos, Carlos Oliveira Santos; https://repositorio.iscte-iul.pt/handle/10071/17835	Iscte	2012-2022	Memória	
15/11/2018	TRUE	José Manuel Rebelo Provedor do estudante; Despacho n.º 11475/2018, Diário da República n.º 231/2018, Série II de 2018-11-30, páginas 32114 - 32114	Iscte	2012-2022	Comunidade	Pessoas
1/12/2018	TRUE	Observatório português das atividades culturais	Nacional	2012-2022	Prestação de Serviços	Comunidade
13/12/2018	TRUE	Iscte primeira universidade portuguesa a obter a Certificação Ambiental (ISO 14001:2015)	Iscte	2012-2022	Comunidade	
3/01/2019	TRUE	José Crespo de Carvalho presidente do INDEG-ISCTE	Iscte	2012-2022	Comunidade	Pessoas
18/02/2019	TRUE	Tomada de posse do Conselho Científico do ISCTE-IUL	Iscte	2012-2022	Comunidade	
25/02/2019	TRUE	Luísa Lima presidente do Conselho Científico	Iscte	2012-2022	Comunidade	Pessoas
1/03/2019	TRUE	Carlos Sá da Costa diretor da Escola de tecnologias e arquitetura (ISTA)	Iscte	2012-2022	Comunidade	Pessoas
13/03/2019	TRUE	Tomada de posse do Conselho Pedagógico do ISCTE- IUL	Iscte	2012-2022	Comunidade	
25/03/2019	TRUE	Joana Alexandre presidente do Conselho Pedagógico	Iscte	2012-2022	Comunidade	Pessoas
3/04/2019	TRUE	ISCTE no ranking Times Higher Education (THE) University Impact Rankings	Iscte	2012-2022	Comunidade	
10/04/2019	TRUE	Maria João Cortinhal diretora da Escola de Gestão (IBS)	Iscte	2012-2022	Comunidade	Pessoas
31/05/2019	TRUE	 Site Ciberdúvidas da Língua Português alojado no site do Iscte	Iscte	2012-2022		
11/06/2019	TRUE	Luís Antero Reto reeleito reitor	Iscte	2012-2022	Comunidade	Pessoas
17/07/2019	TRUE	Helena Carvalho reeleita diretora da Escola de sociologia e políticas públicas ( ESPP)	Iscte	2012-2022	Comunidade	Pessoas
17/07/2019	TRUE	Maria de Fátima Ferreiro diretora da Escola de Ciências Socias e Humanas (ECSH)	Iscte	2012-2022	Comunidade	Pessoas
23/09/2019	TRUE	Apelo de Greta Thurnberg na Cimeira de Ação Climática, ONU, Nova Iorque	Internacional	2012-2022		Pessoas
30/09/2019	TRUE	Número de discentes: 9977	Iscte	2012-2022	Comunidade	
15/10/2019	TRUE	Madeira: PSD perde maioria absoluta	Iscte	2012-2022		
25/10/2019	TRUE	Licenciatura em Ciência de Dados; Despacho n.º 11562/2019, DR n.º 235/2019, Série 2 de 6 de Dezembro	Iscte	2012-2022	Ensino	
12/11/2019	TRUE	Início de temporada do coro ISCTE-IUL. Maestro João Barros	Iscte	2012-2022	Comunidade	Pessoas
22/11/2019	TRUE	Aprovada participação na associação ISCTE Conhecimento e Inovação Centro de Inovação e Transferência de Tecnologias	Iscte	2012-2022	Campus	
12/12/2019	TRUE	Primeiro Relatório de Sustentabilidade	Iscte	2012-2022	Comunidade	
14/12/2019	TRUE	Apresentação de nova identidade institucional	Iscte	2012-2022	Identidade	
15/12/2019	TRUE	Revista EntreCampus (ISSN 2184-6545)	Iscte	2012-2022	Campus	
31/01/2020	TRUE	UE: Brexit	Internacional	2012-2022		
18/02/2020	TRUE	Centro de Valorização e Transferência de Tecnologia (CVTT)	Iscte	2012-2022	Investigação	Campus
6/03/2020	TRUE	Alumni Clube Iscte, redenominação de Associação de Antigos Alunos do ISCTE	Iscte	2012-2022	Comunidade	
11/03/2020	TRUE	OMS declara pandemia do Covid19	Internacional	2012-2022		
12/03/2020	TRUE	Devido ao confinamento inicia-se ensino não presencial e o teletrabalho	Iscte	2012-2022	Comunidade	Infraestruturação
20/07/2020	TRUE	16th EASA Biennial Conference. Virtual Lisbon Conference	Internacional	2012-2022	Investigação	
15/09/2020	TRUE	Atividade letiva em ambiente híbrido 	Iscte	2012-2022	Ensino	
30/09/2020	TRUE	Número de discentes: 11214	Iscte	2012-2022	Comunidade	
2/10/2020	TRUE	Observatório do Emprego Jovem (Refª. UIDP/0317/2020)	Nacional	2012-2022		Comunidade
16/10/2020	TRUE	Matricula-se estudante nº 100000	Iscte	2012-2022	Memória	
24/11/2020	TRUE	Açores: primeiro governo regional de coligação	Nacional	2012-2022		
15/12/2020	TRUE	Atribuída a Ordem da Instrução Pública	Iscte	2012-2022	Identidade	
15/12/2020	TRUE	Honoris causa atribuído a António Correira de Campos	Iscte	2012-2022	Identidade	Pessoas
15/12/2020	TRUE	Honoris causa atribuído a José Pacheco Pereira	Iscte	2012-2022	Identidade	Pessoas
15/12/2020	TRUE	Honoris causa atribuído a Nuno Portas	Iscte	2012-2022	Identidade	Pessoas
17/12/2020	TRUE	Certificação de Responsabilidade Social (NP 4469:2019)	Iscte	2012-2022	Comunidade	
21/12/2020	TRUE	EMA aprova vacina contra a Covid_19, Comirnaty, laboratórios BioNTech e Pfizer	Internacional	2012-2022		
1/01/2021	TRUE	Laboratório associado Sociodigital Lab for Public Policy	Iscte	2012-2022	Investigação	
31/01/2021	TRUE	Reino Unido sai da União Europeia	Internacional	2012-2022		
3/02/2021	TRUE	Remodelação do ex-edifício IMT	Iscte	2012-2022	Campus	Infraestruturação
18/03/2021	TRUE	Maria Luísa Lima reeleita presidente do Conselho Científico	Iscte	2012-2022	Comunidade	Pessoas
20/04/2021	TRUE	Testes COVID em parceria com a Cruz Vermelha Portuguesa	Iscte	2012-2022	Comunidade	
6/05/2021	TRUE	Município de Sintra cede terreno para a quinta escola do Iscte	Iscte	2012-2022	Campus	Infraestruturação
30/06/2021	TRUE	Descontinuação da Plataforma nacional de ciência e tecnologia DeGóis	Nacional	2012-2022		
07/07/2021	TRUE	Homologação do Relatório de Atividades e de Gestão (fonte RIAG2020): Orçamento 44 M€ 	Iscte	2012-2022	Comunidade	
13/07/2021	TRUE	Joana Alexandre reeleita presidente do Conselho Pedagógico	Iscte	2012-2022	Comunidade	Pessoas
19/07/2021	TRUE	Júlio Pedrosa reeleito presidente do Conselho Geral	Iscte	2012-2022	Comunidade	Pessoas
31/08/2021	TRUE	Retirada militar norte-americana do Afeganistão	Internacional	2012-2022		
30/09/2021	TRUE	Número de discentes: 11073	Iscte	2012-2022	Comunidade	
31/10/2021	TRUE	Cimeira sobre as alterações climáticas (COP26), Glasgow	Internacional	2012-2022		
14/11/2021	TRUE	Claque ISCTE (925 participantes) no jogo da seleção portuguesa contra a seleção sérvia	Iscte	2012-2022	Comunidade	
26/11/2021	TRUE	Escola de Tecnologias Digitais, Economia e Sociedade (Iscte Sintra)	Iscte	2012-2022	Comunidade	
7/12/2021	TRUE	José António Pinto Ribeiro presidente do Conselho de Curadores	Iscte	2012-2022	Comunidade	Pessoas
24/02/2022	TRUE	Rússia invade Ucrânia	Internacional	2012-2022		
1/03/2022	TRUE	Desmaterialização dos requerimentos académicos	Iscte	2012-2022	Desmaterialização	
3/03/2022	TRUE	Início da construção do CVTT (Centro de Valorização e Transferência de Tecnologias)	Iscte	2012-2022	Campus	Infraestruturação
8/03/2022	TRUE	Maria de Lurdes Rodrigues, reitora, segundo mandato	Iscte	2012-2022	Comunidade	Pessoas
8/03/2022	TRUE	Plantação de Árvore da Vida (thuji occidentalis) pelos 50 anos	Iscte	2012-2022	Memória	
30/03/2022	TRUE	Helena Carreiras ministra da Defesa	Iscte	2012-2022	Comunidade	Pessoas
30/03/2022	TRUE	Pedro Adão e Silva ministro da Cultura	Iscte	2012-2022	Comunidade	Pessoas
3/04/2022	TRUE	Corrida e caminhada comemorativas do Cinquentenário	Iscte	2012-2022	Memória	
08/07/2022	TRUE	Homenagem parlamentar ao professor João Ferreira de Almeida (1941-2022)	Nacional	2012-2022	Comunidade	Pessoas
26/09/2018	FALSE	CiênciaVitae Sistema nacional de gestão curricular de ciência. https://cienciavitae.pt	Nacional	2012-2022		
15/12/2022	TRUE	Comemoração do Cinquentenário	Iscte	2012-2022	Memória	
14/09/2018	FALSE	IULCOME: receção aos novos estudantes	Iscte	2012-2022	Comunidade	
15/01/1990	FALSE	Maré negra na ilha do Porto Santo provocada pelo pretoleiro Aragón	Nacional	1982-1991		
15/02/2007	FALSE	Sílvia Silva eleita presidente do Conselho Pedagógico	Iscte	2002-2011	Comunidade	
15/06/2020	FALSE	João Leão ministro de Estado e das Finanças	Nacional	2012-2022	Comunidade	Pessoas
15/10/1974	FALSE	Ano letivo funciona em espaço alugado da Feira Popular de Lisboa	Iscte	1972-1981	Memória	
15/12/1972	FALSE	Criação do ISCTE. Decreto-Lei nº 522/72	Iscte	1972-1981	Estatuto	
15/04/2019	FALSE	Incêndio na Catedral Notre-Dame, Paris	Internacional			
16/02/1980	FALSE	Naufrágio do navio Tollan no rio Tejo frente ao Terreiro do Paço, Lisboa. Seria removido a 2-12-1983	Nacional	1972-1981		
16/05/2011	FALSE	Conselho Geral extingue Fundação ISCTE	Iscte	2002-2011	Prestação de Serviços	
18/05/2018	FALSE	Abertura concursos para a contratação de várias dezenas de investigadores; edital nº 504/2018 de 18 de Maio	Iscte	2012-2022	Investigação	
19/03/2017	FALSE	Homologação do Relatório de Atividades  (fonte RA2016): Orçamento 42 M€ 	Iscte	2012-2022	Comunidade	
19/07/1991	FALSE	Associação dos Diplomados no Programa Doutoral em Ciências de Gestão do Iscte (APDG-ISCTE)	Iscte	1982-1991	Redes	
19/11/2004	FALSE	Fim do serviço militar obrigatório (SMO)	Nacional	2002-2011		
19/12/1991	FALSE	Primeiro mestre em Ciências Empresariais, João António Martins Tavares, estudante nº 6962	Iscte	1982-1991	Memória	Pessoas
20/02/2010	FALSE	Enxuradas na ilha da Madeira cerca de 50 mortos	Nacional	2002-2011		
